score,comment
5,音质很振撼，满意的一次购物，五星好评。
5,音质不错，被人夸耳机很酷，这个耳机给我感觉很不错，就是感觉有点大，秋冬佩戴比较麻烦
5,送给老爸的新年礼物，听了下，感觉还可以，戴着比较舒服
5,比想象中要大，带上很抗风。音效还不错，声音有一丢丢延迟
5,耳机很给力，电力超强，也不夹耳朵
5,看了好多款以后才选择的宝贝。。收到以后十分喜欢，带着十分舒服。就是觉得有点重
5,公司年华抽奖礼品，应该还不可以，使用后再追加评论。
5,嗯&hellip;怎么说呢，没有想象中那么好，真是的千元以下听个响&hellip;
5,这耳机很值，我的要求全部可以满足，索尼大法好！
5,天气热了戴这个是个问题，那个皮掉了又是一个问题
5,帮儿子买的，物流很快，满意
5,很酷喜欢音效都很给力哦！
5,包装很好，不重，戴着很舒服，就是塑料感有点强。
5,东西不错，还可以，音质很好，但是不知道怎么降噪音
5,音质可以接受，一般听音乐是没问题的。目前用着良好
5,耳机非常不错，音质很好，冬天带直接不冻耳朵了。很喜欢哦，但是装耳机的盒子需要另购啊。
5,可以的，开启重低音效果很震撼，带着也很舒服。
5,感觉音质比我的beatssolo3要好
5,耳机很赞，物流很快，换货也很及时，基本没有啥等待，上门换新服务非常好
5,尺寸大小刚刚合适音质和三四十的不一样哈哈哈
5,给公司年会购买的，还没使用！使用后再评价！
5,我纯粹为了要京豆，不算数
5,很好，低音没有评论的那么差，其他音阶也满意。
5,买回来还没用，sony的东西应该不会差。
5,这款索尼大法不错，希望所有的索尼都是那样好。
5,重低音效果特别棒，冬天戴着它，也可以保暖。
5,蓝牙很好用，连接稳定，音质杠杠的，动次打次
5,东西还行不夹耳朵只用了一天包装简陋了点。
5,外观大方，音质很好，戴着也挺舒服。太太满意！
5,帮朋友买的，据说音质不错，大品牌值得信赖。
5,还是还不错的，关键是方便_(:?」ㄥ)_
5,耳机确实不错，声音还是要看你自己调的。
5,"音质还不错,价格也很恰当,性价比比较高."
5,做工好，功能全，音质尚可，十全十美的耳机是没有的，能用就好。
5,买来玩游戏用的，蓝牙很稳定，从来没掉过。电量也能用很久，挺满意
5,挺不错的，很喜欢，带上朋友都说很酷。
5,好的话说明白了什么鬼天气冷多穿点吧台球
5,音质尺寸大小中规中矩有些手机蓝牙不支持
5,戴上略显大长时间夹着耳朵不舒服不过挺好用的音质蛮好颜值高希望能带个耳机盒
5,用着还是不错的，耳垫很软，不知道容易坏不
5,送货快，服务态度好，质量挺好的。
5,刚拿到，总得来说不错，还有待查看
5,音质很好，是我用过的最好的一副耳机，黑色#效果差了点
5,我他么就想知道我拿什么充电，充电器呢！！！！！！！！
5,大法好！大法就是棒！信仰充值成功！
5,比想象中的要差一点，建议买降噪的。
5,还可以，音质还行，勉强能用吧
5,效果不错，对于非专业的足够了，就是收纳方面不太好收。
5,孩子的圣诞礼物。希望给他惊喜。
5,还是很不错的，整体效果很好
5,这个耳机主要带起来热，比之前买的**l700低音重。
5,很好的东西，性价比超高，完美
5,东西一般般，没有特别惊艳的音质
5,网上购物方便，送货物流迅速给力
5,外形漂亮，音质不错，很满意！
5,还不错健身房很OK毕竟不是发烧友没那么多要求
5,音质不错，价格也跟实惠。很满意
5,怎么刚买来，音效不怎么好。
5,很好的东东，相信这个品牌。
5,使用没问题，效果也很可靠
5,还行，耐用一般舒适度还可以
5,双11买的，使用这么久来评价，不是耳机发烧友，降噪效果明显，尤其在嘈杂的环境下班待机时间挺长的，平均一天使用3小时一周没有问题，隔音效果也不错，但是需要自己慢慢的煲机音质的效果才会更好，还有就是脸大的人带上去不是很好看，个人看法仅供参考，当初因为自己带上不好看想退结果开封了没有质量问题不能换，用的体验还不错，双十一便宜力度大值得入手
5,音质很好，特别是低音，顶！
5,耳机收到马上就听了，暂时感觉还行，用段时间再来吧
5,隔个一层楼蓝牙接收不好
5,单位搞活动买的，看的还行&hellip;&hellip;
5,第一次买这么贵的耳机送人的看着样子挺好看的
5,低音很重，重到淹没人声，合适听那种外国Dj。
5,此用户未填写评价内容
5,此用户未填写评价内容
5,此用户未填写评价内容
5,的确是不错，不过现在听的少，等煲开之后再追评
5,东西不错！发货速度很快
5,适合自己的就是完美的
5,挺好的包装很完整物流很快买家态度也不错
5,刚收到试了一下，感觉一般，声音不清晰，过一阵在来评
5,耳机音质不错。。。
5,使用了确实很好，客服态度也好，音质不错
5,索尼大法就是好！重低音是真的很不错，听电音贼@爽。买来也快一个月了，没出啥问题，就是盒子上方的保修签让我撕坏了，有点气，不知道坏了还能不能保修，还有充电比较麻烦，我每次都是用笔记本充或者充电宝宝充，电池也挺耐用，每天都用的话三到四天充一次电，电脑手机都能连，也可以当游戏耳机用。买红色是真的好看，年轻就要骚！强烈推荐以信仰之名！
5,老公说挺好的京东确实不错支持京东
5,喜欢这种耳朵全包的
5,效果不错，挺好用的
5,东西超级棒，而且外观很好看，很喜欢
5,下单当天就收到货，为信仰充值！索尼大法好
5,音效非常好，颜色也很好看，很满意。我是买来健身房用的，很不错
5,用又贵又丑的耳机，听最劲爆的电音
5,这个价位性价比最高的耳机。棒棒
5,音字不错，太好了，推荐朋友购买
5,使用了几天，效果还不错。好评！
5,重低音效果很棒，咚次嗒次咚次嗒次
5,东西还不错，可惜没买降噪版的。
5,做工一流，手感很好！正在煲机中
5,正在煲机，感觉不错，就是好大，耳机，音响，一直都认为索尼大法好啊，哈哈哈哈
5,很nice，很酷，很值！！！
5,不错，索尼的我一直都很信赖。和京东自营一样
5,音质一般，一分钱一分货吧
5,sony大法好！
5,整体还是不错的&hellip;电池耐用&hellip;高音还是缺点
5,用了一个多月了，耳机很酷很好，挂在脖子上很酷，重低音效果真的强大，有演唱会现场的感觉，不知道为什么京东官网买700块，而**官网和线下旗舰店都卖1000多，还是京东好！！
5,索尼大法好，音质OK?
5,不错，开了低音效果很好
5,做工一般漆面有很多气泡
5,用了好久了，质量倍好
5,听歌效果挺好的！
5,刚收到，很期待。
5,还行吧勉勉强强
5,正品音质没的话说
5,人声马马虎虎，低音还行，好看是真的，这个冬天不再冻耳朵了?！出街饰品一枚给个五星
5,还是sony大法好
5,现在正在用，不知道效果怎么样，等完了有机会再评
5,音质不错，特别是重低音效果很nice，样子也很帅，不错的购物体验。
5,之前买了一个，感觉挺好的，所以又买了一个
5,很酷很酷很酷一定要买绿色的！
5,大小刚刚好，戴上去隔音效果超好，全包裹耳朵，无线耳机用起来很便利。一次充电可以用20个小时吧，反正我差不多一星期充一次电。电用完了就用有线接着听，嘿嘿。
5,同事耳机收到了，说音质不错，下次带来我听听。京东发货就是快，服务也好。收到货当天这款耳机价格涨到1000多了，哈哈！我同事捡到大便宜了！
5,还是比较满意的
5,"耳机没得说，低频王，中频还行，高频就算了,听摇滚hiphop够用了,音乐的声音时而会盖住人声，人声突出不明显，性价比较高，想入手别犹豫了，高频有入耳式,这个就可以了。"
5,此用户未填写评价内容
5,低音#普拉斯
5,索尼大法就是好
5,特别帅气的耳麦
5,掉漆有点严重啊，以后得小心翼翼的使用了？
5,信仰充值，真的是太好看了，蓝牙的话，还是有点点延迟，只有打游戏时很注意才会感受到。音质方面，低频为主，人声一般。
5,音质还不错，就是降噪效果不是很好
4,声音有点闷闷的感觉的，低音还行，没有想象中的满意
5,第一次入手索尼的耳机，只能算是降噪入门级吧，还没煲开，一键重低音确实震撼，但降噪确实差强人意，和朋友的bose不是一个层级。
4,货收到了！首先说一下这个四星不是给耳机的，因为体验时间不长。其次这个耳机搭配的这个线，也可能是因为耳机是蓝牙耳机的问题，所以说这个搭的线有点松，出现接触不良的问题，
5,音质不错，喜欢
5,续航能力和音质都挺好的，这个价钱不亏。而且貌美，耳朵舒适度高。港真唯一的缺点就是太沉了T^T发型压塌了算啥，它还生生给我压出了另一个中分线&hellip;&hellip;买耳机送发型，亲你值得拥有！
5,这是自己买的第一款降噪耳机，整体还是很满意的！音效不错，特别低音效果，比之前用的苹果耳塞好多了，降噪开了后感觉世界都是我的！哈哈。不过用了2个月之后，偶尔会与手机断开连接，也不知道为啥，是手机原因还是耳机原因不得而知！
5,充值了多年的信仰，大爱索尼，到手既试听，比我三百块的漫步者是有一耳朵的提升，手机带就能感觉到，人声更清澈，只是我的耳朵还是有些挑，感觉没到自己的预期，没赶上以前录音师配飞傲x3的感觉，不过这价位啥都不说了，我只为信仰
5,Sony的重低音蓝牙耳机，整体感觉还行，配件里没有收纳盒，只有一个袋子。音质方面因为以前没用过蓝牙耳机，所以不好评价，但肯定比不上同价位的线控，最关键的是这款耳机不是hifi耳机，讲真更建议买hifi的那几款。
5,京东物流很快，基本不用担心，包装也没有什么大问题，包装盒没有压坏痕迹，原装未拆封，开机有电，挺耐用，没有等用尽充电挺快，耳机没有异味，音质不错，声音很干净，音域宽，老婆挺喜欢，听了一段时间后没有任何问题。
1,音质不好，低音效果很差，听着十分沉闷，还不如几十块的耳机的感觉，因为卡顿和音质问题申请了四次售后也没给换新，售后服务不好，总之，是很糟糕的一次购物体验。
5,低音效果不错，人声一般，本来想买来健身用结果本人头偏小戴着不紧只能在家听听，建议头小的换一款
4,"优点：低音效果不错。缺点：1,、但漏音比较明显，声音稍大一点，周围1-2米都听得清。2、耳机&ldquo;罩&rdquo;偏大。总体4分。"
5,十分不错，赶在升价前买了&hellip;^_^作为新手吧，个人感觉1.外观确实漂亮，而且比想象中大。2.开了增强器后，低音确实爆炸，但相对人声就被削弱了，听人声的话不开增强较好（但耳机的特点就体现不出来了&hellip;&hellip;）。其次确实会有一点点的延迟，不过听歌就完全没问题。3.隔音不错。4.不夹耳，但个人感觉听久了有些晃？晕？（可能个人原因）总体感觉还是很不错，毕竟人生第一个大法，音效个人感觉还是很满意，物流特快大半天就到了，特喜欢。好评！
5,重低音效果很好，降噪虽然有限，但也是物有所值。颜值即正义，可以说是非常喜欢了。
5,没听呢&hellip;最近电脑有问题还没解决&hellip;过几天再拆开试试&hellip;最终价格820&hellip;不知道贵不贵
5,绝对有索尼情怀，毕竟原来的walkmanCD机都是索尼的，至于音质什么的吧，还行吧，谈不到有多好买的时候相对来说比较优惠，也就下单了，最主要的是信任京东这个平台上自营的商品
5,一切都正常就有一点问题，声音在%90怎么大，没有特别大，重低音非常好，新手可以入手，本人建议1000多的价格这样的耳机是可以了，和我在国外带来的6988的耳机不可以比，
5,怎么说呢，一分钱一分货。和贵的没法比，而且蓝牙，音质有损耗。和同价位的森海比音质还原度上要差一个级别。NC也没有什么很明显的感觉，坐飞机都感觉不到差别。比较合适的应用是冬天打电话，耳朵不冷。
4,这个耳机是我用的最贵的一个，原来买过两个400多的感觉也不怎么样，希望煲好后不会让我失望！
5,很不错的哦，
5,和手机配对十分便捷，但是和电脑蓝牙配对可能会遇到不兼容的情况。低音环绕没得话说。。。给个赞！
5,大法好，大法好，低音确实可以，人声有点迷离的感觉，趁降价买的，音效满意，等煲开了会更好。
5,还不错，降噪有一定效果。充一次电能用好久。就是戴久了感觉耳朵有点疼&hellip;&hellip;
5,没用过其他降噪耳机无法对比，不过降噪效果可以满足我在较嘈杂环境中听听fm的需求，当然突然的噪音还是隔不住的。低音效果中规中矩吧，毕竟和有线低音耳机的差距还是要多多的money来弥补。我脑袋比较大，佩戴还挺舒适的。
5,挺好的第一次买这么贵的耳机，感觉不错，戴久了也不会有不舒服的感觉
5,送给儿子的生日礼物?，孩子很喜欢，发货迅速，当天购买当天到货。
5,对于没过多接触耳机的外行人来说，它的效果真的是称得上惊艳一说，有层次感分明的重低音模式也有不伤耳的普通模式，而且耳机设计感十足，质感很好，对我这个美术专业的人来说十分满意了
5,是正品，音质没的说很喜欢，包装的也很好，给快递服务点个赞
5,绿色很时尚，大法的音质没话说，APP调节这一点很棒
5,货真价实，一分钱一分货
5,此用户未填写评价内容
5,索尼大法好
5,很棒，降噪效果挺优秀的，公交车上终于可以隔绝sb~土嗨外放了
5,音质太棒了，戴在头上就是行走的音响
5,东西收到了，音质不错，对得起这个价格，重低音十分强大，很好哦
5,买了一个月才来评价的。首先，不建议喜欢听纯音乐和比较安静的歌的人买。因为这个耳机的底噪实在太大了，甚至有点影响听感。但是如果你喜欢听摇滚就比较推荐，因为索尼的重低音加强确实很给力。
5,个人觉得行，重低音简直爽到，很不错
5,挺好的，音质很棒，红色也很好看
5,带着效果很不错，很时尚休闲，回头率很高啊哈哈哈
5,此用户未填写评价内容
5,真的可以，还有重低音模式。
5,缺点啊就是~视频和电话打一分钟就断了听音乐有1秒中断其他还行后来听多了这个耳机再听其他耳机其他耳机真的只是听个响物有所值还有这个包装很绿啊？呵呵
5,我感觉音效挺好的
5,送给朋友的小孩，音质很好
5,音质来说的话，肯定是比苹果手机自带耳机要好的，但是也没想象中的那么惊艳。不过买来最主要的用途还是出差时候用来降噪的，真的很好用，汽车高铁飞机都试过了，很给力。
5,是正品包装很完好耳机外形很满意戴起来也很舒服毕竟是包耳式音质很棒个人觉得不用煲这款属于慢慢听起来比较好的感觉
5,这款耳机最让我满意的地方就是降噪方面了，真的挺不错，煲机之后听感也大大的提升了，就是底噪稍微有些大但在可接受范围内，很好的一次购物体验。
5,非常好，一直在京东购物，京东快递非常快，服务好，很喜欢！连华为，苹果手机都很方便，音质非常好，特别是低音部分！
5,商品还算满意。但是京东的包装太差劲了就耳机盒子外面一个快递袋子，送朋友的收到商品打开袋子耳机盒子尽然都憋了不影响使用太影响心情，非常的糟糕
5,价格比别的店贵一点，但品质有保证，耳机音质很好，但苹果7无法连蓝牙，X没问题！家里没有苹果8不知是否可以连。
4,低音不错，其它，，也就那样吧
5,不错，音质很好，跑步带很拉风
5,不错，听多久耳机不累很好
5,买的新年礼物，新的一年，新的声音。耳机很棒，低音还行，主要是这个价格很贴心，戴在头上也很舒适。如果在送个盒子就更好了。
5,外观漂亮低音效果不错戴着挺舒服不夹耳跟我我入耳式的LG效果比低音强了适合听重低音电音红色真的很骚气
4,没有很好的效果一般般没有太大的惊喜！
4,开了重低音效果还不错，蛮喜欢的，纯净人声就比较普通，但毕竟主打重低音的嘛。。
4,这客服一问三不知，还要我去打售后电话
5,大小合适，能包住耳朵，外观很漂亮，高大上的感觉，做工很精细。听了一段时间，音质很好，满足预期。蓝牙用起来也方便。
4,用了一红色的，蓝色未用。听听也还可以吧，要求不高
3,从650用到950就是喜欢低音效果，可惜就是个易碎品，掉地上就碎了，650到950都这样，耳梁太脆了，一个月不到就碎了，失望?为什么就不能弄成不锈钢或者铝合金呢？
5,送给男朋友的礼物，忘记拍照片了。男朋友很喜欢，降噪效果很好，款式个人觉得有点丑，但男朋友出乎意料的喜欢?
5,能用，反正听不出好坏来，哈哈哈。就是用线的时候，麦好像不能用了，有么有知道原因的？？
5,爽死啦~第一次买这么贵的耳机，音质真多没话说?
5,音质不错，蓝牙连接没有线的约束，方便。音频线只能用原带的吗？用别的音频线有点问题
5,降噪效果还可以，不过还是用处不大，音质方面也还可以，综合一下这个价位也差不多
5,双十一买的，质量很好，绝对正品，颜色也很正，是很耐看的绿色，总体非常喜欢！强烈推荐！降噪效果蛮好的。等煲机看效果。
5,京东购物，速度比较快，单位购物经常在京东购买，还是比较方便的，而且可以开具增值税专用发票。
5,用了几天确实不错，低音震感，人声也不错，听电音摇滚确实赞，物流速度也很快，总之很喜欢这个耳机
5,感觉OK本人半个音盲不过戴起来蛮舒服的降噪还行只少有明显的效果
5,Sony大法好，除了�r�X略�F，其他都很�M意，��作�樾叛龀渲盗耍�哈哈！
5,帮朋友买的，她送男朋友，据说是挺喜欢的，我个人还是喜欢1000xm3
5,?只听低音，感觉太合适了一键增强真的好，要是降噪版本便宜点就好了不过这个价位还不错吧
5,京东就是快，昨晚下的单，今天早上就到了。目前外出了，还没打开试试。待煲完机再过来评论?
5,买给孩子的，戴了有点夹耳朵，因拆了包装不好退，只能这样对付着用吧
5,到货速度还是很快，耳机除了降噪感觉明显，其它的特性我感觉不出来
5,物流超快的，安民买过这么贵的耳机，当然平常带的耳机音质就没法比了，毕竟一分钱一分货
5,包装过于简陋所料袋就来了零食还给个箱子呢体验感还是重要的
5,低音确实不错降噪跟bose的根本比不了，买完这个不知道为啥又想买msr7我要控制！毕竟这些东西都太贵了
5,索尼大法好
5,给弟弟买的
5,索尼（SONY）MDR-XB950N1无线蓝牙降噪立体声耳机头戴式黑色
5,索尼（SONY）MDR-XB950N1无线蓝牙降噪立体声耳机头戴式黑色
5,一直喜欢索尼的耳机，这一款比之前的更有提高，无论从音质，耳机的造型，都不错。很喜欢
5,低音效果真是牛，在地铁上火车上开启降噪，完全是两个世界！
5,室友买了两个，一个寝室三个一样的耳机我也不是很懂了。音效很不错了，反正戴上耳机我就进入自己的世界了。。
5,京东最棒的就是发货速度快快递员素质也高物品的质量也有保障能在这买的都在这买了
5,索尼大法好信仰充值成功怎么说呢简直物超所值降噪耳机简直让我感受到了非一般的感觉一个字值
5,这是买过目前最贵的耳机，性价比不错，音质根棒
5,外观很漂亮，喜欢蓝色，物流也很快，使用方便，听觉盛宴
5,还行吧，冬天戴着防冻耳朵，要是有电加热功能更好，(&deg;_&deg;)&hellip;
5,音质不错，低音很好，中高音略有不足，但是开其他音效可以弥补一下，总体不错
5,耳麦很给力，可能是我没用过高端吧，但是这个我听着非常好，老婆很喜欢。
5,耳罩较大，戴起来比较舒服；隔音的效果不明显，但还是有点效果的；续航很给力。
5,到货啦，棒棒哒，物流特别快。充电中，一会儿试试。
5,不错的耳机。eeeeeerrrrreeeeeee
5,科技质感强，颜值高，功能按键人性化，音质的带入感，让你身临其境！
5,东西还可以，就是商家为什么不送一个装耳机的袋子，这点商做的很不好。
5,第一次买无线耳机感觉对得起这个价格，音质还行吧降噪也还可以，比我之前用的beats强多了
5,年会奖品，非常棒，高端大气上档次！值得购买！
5,第一次买这么贵的耳机，经过一天的体验感觉还不错，索尼大法好！！
5,包装很好。颜色漂亮，音质不错。带出去很拉风。
5,看着还是比较结实，重低音感觉不错，音质也非常好，Sony值得信赖。
5,速度真快呀
5,这么高档的东西，连个收纳包都没有配，或者选配，一点都不人性化
5,挺不错的哦
5,拆开那一刻，感觉很惊艳，不怎么使用头戴耳机的我感觉有点压老壳，哈哈，还好，音质也还可以
5,送给朋友的生日礼物，，她很喜欢，音质非常好，蓝色很漂亮，不夸张
5,给孩子买的，价格合适，孩子很喜欢，索尼的东西做工质量还是挺好的
5,非常棒元旦节优惠买的孩子戴着打架子鼓超赞降噪很好
5,索尼大法好
5,非常的好。低音效果很嗨。漏音的话还行，可以接受。不是特别大
5,不错不错好极了，用我们美国话是歪瑞顾的
5,对于戴眼镜的来说，戴着不是特别舒服！音质没的说，降噪效果也挺棒！
5,看这个不错，还没试试，相信索尼不会让我失望........
5,低音不错。
5,索尼大法好
5,刚买两天就降价，真是醉了，一点都不严谨
5,还没试，相信索尼，信仰充值，听后评价
5,耳机还不错，佩戴很舒适，夏天估计带不了
5,很好的耳机，无线比较方便，音质也不错。
5,年会奖品，非常合适，高端大气上档次！
5,物流没得说，应该是正品，全五星吧。低音震天响。
5,配上我的nw55，效果不是一般的好啊！
5,耳机不错，份量稍微有点轻，价格不贵。
5,音质不错，低音很强。颜色很靓，就是担心掉漆，买了个盒子装！
5,给女儿的奖励，颜色超炫佩戴上很酷，她很喜欢，爱不释手
5,听了几天和听一段时间效果差别还是有的，听了一段时间三�l均衡了很多，感受也不一样
5,索尼大法好，低音沉稳，玩游戏音效很爽，外形也相当酷炫。
5,音质非常好，主动降噪真的不要太好用，我们都是一个人的孤独
5,低音给力，蓝牙稳定，稍微有点大
5,耳机挺好的，重低音很好，就是电池电量显示好像不是很准。
5,适合听动感的音乐，舒缓的音乐效果一般。缺点是不够贴合头型，佩戴不太美观。
5,替朋友买的，用着挺好的。第二天上午9:00就到了。
5,耳机效果不错，，放了一首魔力红的一首，，，，很震
5,京东递一如既往得快，东西很好。
5,东西很好，物超所值，666
5,东西很好，物超所值，666
5,轻巧舒适，买了路上听音乐很不错，降噪，音质也不错哦
5,耳机挺好看，大器、洋气。
5,很漂亮，音质也不错，五星
5,可以，听音乐打游戏都行，不过蓝牙延迟还是硬伤
5,音质好，简单易操作，很好用
5,耳机好漂亮&Psi;(￣(?)￣)&Psi;
5,刚拿到手，声音还是糊在一起的，听一段时间看
5,东西不错，在双十一买真便宜，送货速度也不错，点个赞
5,东西好物流快非常赞！
5,索尼大法好！索尼大法好！索尼大法好！索尼大法好！
5,质量非常棒，在煲机中
5,音质不错，好评，好评，好评，好评，好评，好评，好评，好评
5,东西还可以，听音乐挺不错的。自己不是太懂，但是感觉还是挺嗨的。
5,音质还可以吧，中规中矩。挺舒服的。电池也耐用。颜值高，有点掉漆。
5,sony出品必是精品，低音很足，很舒服
5,帮同学代买的，他挺满意的，索尼大法好！
5,音质不错，就是连接蓝牙有些费劲，要等好久
5,耳塞音质可以，不过和iphone手机佩塞相比拉不开太大的距离！
5,蓝牙确实方便，其他我也不懂，就有时候会有干扰杂音，其他都很完美
5,刚买三天急用钱出手重低音相当的奈斯
5,送货快，包装完好，红色颜色真的很棒。
5,总体不错，没想象中惊艳。高音真的渣
5,物流很快，质量很好
5,先用几天再来评价，快递小哥送货速度很快很准时
5,超美的外形、音质，一流的配送服务！
5,怎么说呢，低音特别好，降噪一般般吧！
5,入门级降噪耳机，各方面中规中矩吧。
5,舒服呀，降噪+重低音，戴上后感觉整个世界都是我的了，哈哈哈
5,送老婆的，很喜欢，天冷的时候戴很暖和
5,店里一下子买了三个！给力！好好保护
5,正品SONY音质没得说！值得入手.
5,很好用，家里人很喜欢，就是价格浮动有点厉害，不过也没事啦
5,双十一活动的时候买的，快递慢了点
5,音质没得挑剔.就是贵点.呵呵呵呵
5,东西很好很赞物流很快愉快的购物
5,耳机可以说是很好了，没什么毛病。索尼的相机也好??
5,长得很帅气很喜欢降噪效果也不错旗舰店买个放心
5,可以，重低音不错，值得这价格
5,耳机很棒，适合我这种经常出差的人，能够很安静的听音乐
5,低音挺震撼的这个价格不错了
5,还是很不错的，整体效果很好
5,拿回来就迫不及待试了下外观确实耐看，音质我听可以了
5,不能连接电脑，手机连接正常。音效还行，客服水准差。
5,京东自营的东西不错，多次购买
5,物流非常快，重低音效果非常好！
5,买了好几次了，听着都一样。
5,非常不错，声音非常完美。
5,男朋友说音质不错，很满意
5,包装好，送货快，服务到位
5,还没开始用，在充电中，后续再来追评，外观漂亮。
5,女朋友喜欢就完事了了，
5,索尼大法就是好，没有说的
5,发货速度超快，宝贝重低音，效果超级好
5,很nice是我买的最贵的一个耳机了?
5,此用户未填写评价内容
5,不错，电池待看好看
5,此用户未填写评价内容
5,此用户未填写评价内容
5,颜色太漂亮了，特别喜欢
5,此用户未填写评价内容
5,此用户未填写评价内容
5,此用户未填写评价内容
5,用了一段时间，重低音效果很不错，外形很骚气
5,品质是没得说，价格也合理
5,最爱大红。
5,此用户未填写评价内容
5,送孩子啦，应该不错的
5,太棒了!特别是重低音
5,很好，听音乐很棒，
5,东西很不错！音质很好
5,音色很好，东西也不错，就是用了半个月丢了
5,降噪效果比较明显，质感一般，塑料感比较强
5,音质超赞！戴上之后完全听不到外面说的话&hellip;
5,还行。就是有点盒损
5,挺好的客服很热情音效很好买了不亏
5,特别不错，低音特别好，戴着也舒服，
5,不错不错，这个价格买到这个效果可以了&hellip;&hellip;我觉得唯一的遗憾可能是我戴眼镜了，所以夹着我眼镜脚边的皮肤有点难过，时间久了会这样，1小时以内没感觉
5,第一次买这么好的耳机，品质没得说
5,重低音的耳机，感受十分不错哦
5,大法就是大法没得说可以
5,不听电音的媳妇，来开始疯狂抖腿
5,很棒很震撼汗。无法描述对感觉
5,挺不错的，家人用了说挺好。
5,索尼耳机还是强，索尼大法好
5,还还嗨嗨嗨嗨嗨嗨嗨嗨嗨行
5,999入手。重低音相当棒，女声一般，降噪功能很强，这必须得有。
5,重低音不错。
5,还不错，这个价位比较值
5,低音很强劲。。不错不错
5,耳机好看音质不错
3,除了外观我喜欢，戴着舒适一点外，其他方面我都不满意，低音关不了，上面那颗按键好像没什么用，一直是低音模式，听人声感觉朦胧，听歌效果差，所以对我来说750贵了。
5,很喜欢，红色很骚气
5,索尼耳机&hellip;&hellip;大品牌，好东西啊！
5,非常好。特别喜欢。
5,很不错。cool
5,值得购买
5,质量不错很好
1,为什么给一星，虽然是以低音见长的，但是太轰头了，使用了差不多10天了，就算不开重低音效果，都轰的脑袋疼，想退货，客服说这个不支持无理由退货，要我煲下机，这个耳机只适合专门听动次动次的人买，听流行歌曲的不适合，解析度真的差，细节基本都听不到，混成一团，人声很靠后，人声声音很小，剩下的就是轰轰的声音，不晓得京东上的人为什么都给的好评，全部说音质好，难道还要继续煲，反正现在对这款耳机很失望
5,就是有点爱掉漆
4,拿到啦音质有点普通可能是没煲机吧期待?还有各位大佬们自拍劝退求你们了放过耳机吧
5,喜欢！小贵！
5,可以的很强势
5,爽就一个字
5,不错的耳机
5,颜值高音质棒
2,用了接近一个星期评价的。首先讲他的降噪，是真的**&hellip;&hellip;感觉没什么效果，其实舒适感。说实话。带着是真的舒服。夏天就难说了&hellip;&hellip;然后音质，蓝牙比有线好是什么鬼。app调低音确实不错。但是是真的像其他评论说的那样。追求低音忽略了高音，总之。我是后悔了买这个。还不如买b1，
5,玩游戏很不错
5,不错，全5分
5,还可以吧
5,挺不错的
4,听听也还可以吧，要求不高
4,不错，就是价格波动比较大。
4,还好吧我也不懂有声音反正
4,蓝牙有时候会断断，人声差点，还有太重，夏天肯定会很热，显得脸大。
4,感觉还可以吧，比较才一千多，和好的确实没法比。。。。。。
4,总体来说还可以，就是底噪身太明显
4,还行，就是带久了耳朵有点痛
4,还可以吧，外观漂亮，音质一般
4,装个#帮朋友卖的
3,打开就看到上面有个污点，能确定是全新的吗？？？
5,棒就一个字
5,一个字，值
5,超级喜欢。
5,耳机棒棒哒
3,带着挺舒服，就是连接安卓手机音质不是很好
5,送人的礼物
5,低音很强大
5,索尼大法好
3,商品颜色不是我想象中的红色，我希望是大红色
2,音质各方面都好，质量差了点，头梁开裂了，自己拆开看了一下，塑料的螺纹孔裂开了，找客服也没解决问题，现在想办法协商
4,低音还可以吧
3,用了一段时间，感觉一般，不值得那么贵，开关机也麻烦！！！！！！！！！！！！
3,耳机是没得说低音重，听DJ可以，唯一的小插曲就是我买的左右声音不一样大，也懒得去修了，实体店离我这又太远，就这样将就用吧。
3,音质一般般吧，没有惊艳的效果，声音听起来还是比较混的，缺乏层次感，对音质要求不是特别高的话可以考虑，同价位建议入手森海的
5,难受死了
1,真的让我很失望，Sony也会出现这么严重的问题，里面居然做的粗糙，皮居然和布粘到了一起，又丑又难受，退又退不掉
3,用了一个多月了充一次电最多用不到十个小时有点小失望自己感受音质不是太满意不过朋友试听觉得与价格相当
5,非常喜欢
3,音质还可以，但是在北京南站和机场受干扰严重，断断续续的
3,重低音不明显，相当于音质好的耳机吧，客服挺好的，送货挺快的
3,刚拿出来一刺鼻的味道，熏的头晕，用的什么材料？
1,垃圾耳机，音质太差，一点也不清澈，低音一开震的我想吐，真是过犹不及呀，而且只能支持区区采样频率为44khz的无损音质，连highresolutionadio音质的都不支持，更不要说采样频率为2000多khz的dsd音质了
3,买了不到20天，降价50，无奈
3,即是特价，性价比也不好，还是支持国产好
2,双十一买的，一个月不到就掉漆了，和客服反应此事，竟然回答我说这是正常现象！！说摩擦会掉漆是正常现象不在保修范围内！
3,重低音不错但是其他的不咋的，说实话有点后悔买咯
5,还行吧
5,很好！
5,非常好
5,很好用
3,拆开包装就发现有块漆掉了，但不想换，嫌麻烦
5,速度快
